RE,CH,EM,SU,EG,CX,story_id,prompt_id,model,label
-1.7723299540430737,-1.543549241351551,-0.6142635883406059,-0.894922157237777,0.1168088163671795,-0.9990989646203502,393,9,GPT-2 (tag),0
-1.500884882711801,-0.6132227348571867,-0.6142635883406059,-0.451352044519922,-0.7543447860721539,-0.9990989646203502,394,10,GPT-2 (tag),0
-1.7723299540430737,-1.543549241351551,-1.3080814843006965,-0.894922157237777,-1.1276963299747251,-0.9990989646203502,397,13,GPT-2 (tag),0
-0.867513049605499,-0.6132227348571867,-0.3169130615005675,-1.2275997417761677,0.1168088163671795,-0.2805041257136001,398,14,GPT-2 (tag),0
-0.5960679782742269,-1.543549241351551,-1.605432011140735,-1.5602773263145586,-0.7543447860721539,-0.6398015451669752,402,18,GPT-2 (tag),0
-0.2341412164991967,-0.6132227348571867,-1.0107309574606578,-0.894922157237777,0.1168088163671795,-0.9990989646203502,403,19,GPT-2 (tag),0
-0.867513049605499,-0.6132227348571867,0.6742553612995614,-0.451352044519922,0.1168088163671795,-1.4781621905581843,406,22,GPT-2 (tag),0
-0.867513049605499,-1.1448378814253952,-0.3169130615005675,-1.2275997417761677,-0.7543447860721539,-0.2805041257136001,407,23,GPT-2 (tag),0
-1.1389581209367712,-1.1448378814253952,-0.6142635883406059,-2.003847439032413,-0.3809932421695827,-0.9990989646203502,411,27,GPT-2 (tag),0
-1.500884882711801,-1.1448378814253952,-1.3080814843006965,-1.5602773263145586,-1.6254983885114875,-0.9990989646203502,414,30,GPT-2 (tag),0
-1.7723299540430737,-1.1448378814253952,-0.6142635883406059,-1.5602773263145586,-0.7543447860721539,-0.9990989646203502,416,32,GPT-2 (tag),0
0.0373038548320754,-0.2145113749310308,-0.0195625346605289,-0.1186744599815313,0.1168088163671795,0.1985591002242339,418,34,GPT-2 (tag),0
-1.1389581209367712,-0.6132227348571867,-1.0107309574606578,-1.2275997417761677,-1.6254983885114875,-1.8374596100115592,419,35,GPT-2 (tag),0
-0.867513049605499,-1.1448378814253952,-0.3169130615005675,-0.894922157237777,-0.7543447860721539,-0.9990989646203502,420,36,GPT-2 (tag),0
-2.043775025374346,-1.543549241351551,-1.0107309574606578,-0.894922157237777,-0.7543447860721539,-0.6398015451669752,424,40,GPT-2 (tag),0
-2.405701787149375,-1.1448378814253952,-0.6142635883406059,-0.451352044519922,-1.6254983885114875,-0.9990989646203502,437,53,GPT-2 (tag),0
0.0373038548320754,-0.6132227348571867,-1.0107309574606578,-0.1186744599815313,0.1168088163671795,0.1985591002242339,440,56,GPT-2 (tag),0
-1.1389581209367712,-0.2145113749310308,-1.3080814843006965,-0.1186744599815313,-0.7543447860721539,-0.6398015451669752,443,59,GPT-2 (tag),0
0.3087489261633476,-0.2145113749310308,-1.0107309574606578,0.2140031245568593,0.8635119041723219,0.917153939130984,447,63,GPT-2 (tag),0
-2.043775025374346,-1.543549241351551,-1.605432011140735,-2.003847439032413,-1.6254983885114875,-2.1967570294649343,449,65,GPT-2 (tag),0
-1.500884882711801,-1.1448378814253952,-1.3080814843006965,-0.894922157237777,-1.1276963299747251,-0.9990989646203502,451,67,GPT-2 (tag),0
-0.867513049605499,-1.543549241351551,-1.3080814843006965,-1.5602773263145586,-1.1276963299747251,-0.6398015451669752,464,80,GPT-2 (tag),0
-1.7723299540430737,-1.9422606012777068,-1.605432011140735,-2.003847439032413,-1.6254983885114875,-1.8374596100115592,465,81,GPT-2 (tag),0
-1.1389581209367712,-0.6132227348571867,-0.3169130615005675,-0.1186744599815313,-1.1276963299747251,0.1985591002242339,471,87,GPT-2 (tag),0
-2.043775025374346,-1.1448378814253952,-1.0107309574606578,0.2140031245568593,-1.6254983885114875,-0.2805041257136001,473,89,GPT-2 (tag),0
-2.043775025374346,-2.8725871077720715,-1.605432011140735,-1.5602773263145586,-2.37220147631663,-1.4781621905581843,476,92,GPT-2 (tag),0
-0.867513049605499,-0.2145113749310308,-1.0107309574606578,-0.451352044519922,-0.3809932421695827,-0.2805041257136001,478,94,GPT-2 (tag),0
-0.867513049605499,-0.6132227348571867,0.6742553612995614,-0.894922157237777,0.1168088163671795,-0.2805041257136001,481,1,GPT-2,0
-0.5960679782742269,-0.6132227348571867,-0.6142635883406059,-0.1186744599815313,-0.7543447860721539,-0.9990989646203502,486,6,GPT-2,0
-0.5960679782742269,-1.1448378814253952,-2.0018993802607863,-0.894922157237777,-1.6254983885114875,-1.8374596100115592,493,13,GPT-2,0
-2.405701787149375,-1.9422606012777068,-1.0107309574606578,-1.5602773263145586,-1.9988499324140587,-0.9990989646203502,494,14,GPT-2,0
-0.867513049605499,-1.1448378814253952,-1.3080814843006965,-0.451352044519922,-0.7543447860721539,-0.2805041257136001,497,17,GPT-2,0
-1.7723299540430737,-0.6132227348571867,-1.0107309574606578,-0.1186744599815313,0.1168088163671795,-0.2805041257136001,498,18,GPT-2,0
-0.2341412164991967,-1.1448378814253952,-1.3080814843006965,-0.894922157237777,-0.3809932421695827,-0.2805041257136001,499,19,GPT-2,0
-1.7723299540430737,-1.9422606012777068,-1.0107309574606578,-1.5602773263145586,-1.6254983885114875,-1.8374596100115592,503,23,GPT-2,0
-0.867513049605499,-0.2145113749310308,-0.0195625346605289,-0.451352044519922,-0.7543447860721539,-0.9990989646203502,506,26,GPT-2,0
-0.867513049605499,-0.2145113749310308,0.6742553612995614,0.2140031245568593,-0.3809932421695827,-0.2805041257136001,507,27,GPT-2,0
0.0373038548320754,-0.6132227348571867,-0.3169130615005675,-1.2275997417761677,-0.7543447860721539,-0.6398015451669752,510,30,GPT-2,0
-0.5960679782742269,-1.1448378814253952,-0.6142635883406059,-1.2275997417761677,-1.1276963299747251,-1.4781621905581843,512,32,GPT-2,0
-1.500884882711801,-2.4738757478459155,-0.6142635883406059,-1.2275997417761677,-1.1276963299747251,-0.6398015451669752,514,34,GPT-2,0
-0.867513049605499,-0.2145113749310308,-1.3080814843006965,-0.451352044519922,-0.7543447860721539,-0.6398015451669752,515,35,GPT-2,0
-0.867513049605499,-0.6132227348571867,-0.3169130615005675,-0.451352044519922,-0.3809932421695827,-1.4781621905581843,516,36,GPT-2,0
-1.500884882711801,-1.1448378814253952,-0.0195625346605289,-1.2275997417761677,-0.3809932421695827,-0.9990989646203502,520,40,GPT-2,0
-0.867513049605499,-0.6132227348571867,-1.0107309574606578,-1.2275997417761677,-0.3809932421695827,-0.6398015451669752,524,44,GPT-2,0
-0.5960679782742269,-1.9422606012777068,-1.605432011140735,-2.003847439032413,-1.1276963299747251,-2.6758202554027677,529,49,GPT-2,0
-2.405701787149375,-1.543549241351551,-1.3080814843006965,-1.2275997417761677,-0.7543447860721539,-1.4781621905581843,531,51,GPT-2,0
-0.867513049605499,-1.543549241351551,-2.299249907100825,-1.5602773263145586,-2.37220147631663,-2.1967570294649343,533,53,GPT-2,0
-0.5960679782742269,-0.6132227348571867,-1.0107309574606578,-0.894922157237777,-0.3809932421695827,-0.9990989646203502,536,56,GPT-2,0
-1.500884882711801,-1.543549241351551,-1.0107309574606578,-1.2275997417761677,-1.6254983885114875,-1.4781621905581843,542,62,GPT-2,0
-2.043775025374346,-0.6132227348571867,-1.0107309574606578,-0.894922157237777,-0.3809932421695827,-0.2805041257136001,543,63,GPT-2,0
-0.867513049605499,-2.4738757478459155,-1.0107309574606578,-2.003847439032413,-1.6254983885114875,-1.4781621905581843,545,65,GPT-2,0
0.0373038548320754,-1.543549241351551,-0.3169130615005675,-1.5602773263145586,-1.9988499324140587,-1.4781621905581843,549,69,GPT-2,0
-0.867513049605499,-1.1448378814253952,-1.605432011140735,-1.5602773263145586,-1.1276963299747251,-0.9990989646203502,560,80,GPT-2,0
-0.867513049605499,-1.9422606012777068,-0.6142635883406059,-1.2275997417761677,-0.7543447860721539,-0.9990989646203502,561,81,GPT-2,0
-2.405701787149375,-1.1448378814253952,-1.605432011140735,-0.451352044519922,-0.7543447860721539,-0.9990989646203502,567,87,GPT-2,0
-2.677146858480648,-2.4738757478459155,-1.0107309574606578,-2.336525023570804,-1.9988499324140587,-1.4781621905581843,569,89,GPT-2,0
-2.405701787149375,-2.4738757478459155,-0.6142635883406059,-1.2275997417761677,-1.1276963299747251,-0.9990989646203502,571,91,GPT-2,0
-1.500884882711801,-1.1448378814253952,-0.6142635883406059,-0.451352044519922,-0.3809932421695827,-0.2805041257136001,573,93,GPT-2,0
-0.867513049605499,-1.1448378814253952,-1.0107309574606578,-0.451352044519922,-0.7543447860721539,-0.6398015451669752,574,94,GPT-2,0
0.94212075926965,1.1145264914894897,-0.3169130615005675,-0.6731371008788495,-0.1320922129012016,-0.0409725127446831,1100,0,Qwen2.5-7B,0
0.4897123070508626,0.4500075582792293,1.6654237840996902,-0.1186744599815313,1.1124129334407031,-1.2386305775892672,1101,1,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.990250821813105,1.1124129334407031,-1.2386305775892672,1102,4,Qwen2.5-7B,0
0.0373038548320754,-0.2145113749310308,0.1786711498994969,1.544713462710423,0.4901603602697507,0.5578565196776089,1103,5,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,1.1124129334407031,1.1566855520999009,1104,6,Qwen2.5-7B,0
0.0373038548320754,0.4500075582792293,-0.8124972729006319,0.990250821813105,0.4901603602697507,-0.0409725127446831,1105,9,Qwen2.5-7B,0
0.4897123070508626,-0.2145113749310308,-1.3080814843006965,-0.6731371008788495,-1.3765973592431062,-0.6398015451669752,1106,10,Qwen2.5-7B,0
0.4897123070508626,0.4500075582792293,1.1698395726996258,0.990250821813105,0.4901603602697507,0.5578565196776089,1107,13,Qwen2.5-7B,0
0.4897123070508626,1.1145264914894897,0.6742553612995614,0.990250821813105,0.4901603602697507,0.5578565196776089,1108,14,Qwen2.5-7B,0
0.94212075926965,0.4500075582792293,1.1698395726996258,-0.1186744599815313,1.1124129334407031,-0.0409725127446831,1109,17,Qwen2.5-7B,0
0.4897123070508626,1.1145264914894897,0.1786711498994969,0.4357881809157867,0.4901603602697507,1.755514584522193,1110,18,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.6654237840996902,2.0991761036077414,1.7346655066116554,1.755514584522193,1111,19,Qwen2.5-7B,0
-1.3199215018242862,0.4500075582792293,0.1786711498994969,0.4357881809157867,-0.1320922129012016,-0.6398015451669752,1112,22,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,-0.3169130615005675,1.544713462710423,1.1124129334407031,0.5578565196776089,1113,23,Qwen2.5-7B,0
0.4897123070508626,1.1145264914894897,-0.3169130615005675,-0.1186744599815313,0.4901603602697507,-0.0409725127446831,1114,26,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,-0.8124972729006319,-0.1186744599815313,0.4901603602697507,0.5578565196776089,1115,27,Qwen2.5-7B,0
0.94212075926965,-0.2145113749310308,0.1786711498994969,0.4357881809157867,0.4901603602697507,0.5578565196776089,1116,30,Qwen2.5-7B,0
0.94212075926965,0.4500075582792293,1.1698395726996258,1.544713462710423,1.1124129334407031,1.755514584522193,1117,32,Qwen2.5-7B,0
0.4897123070508626,1.1145264914894897,1.1698395726996258,1.544713462710423,1.1124129334407031,1.755514584522193,1118,34,Qwen2.5-7B,0
0.94212075926965,0.4500075582792293,0.6742553612995614,0.990250821813105,-0.1320922129012016,-0.0409725127446831,1119,35,Qwen2.5-7B,0
0.4897123070508626,0.4500075582792293,0.1786711498994969,0.4357881809157867,-1.3765973592431062,0.5578565196776089,1120,36,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,-0.1186744599815313,0.4901603602697507,0.5578565196776089,1121,40,Qwen2.5-7B,0
-0.4151045973867118,-0.8790303081412909,-1.3080814843006965,-0.6731371008788495,-1.3765973592431062,-1.8374596100115592,1122,44,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.990250821813105,0.4901603602697507,-0.6398015451669752,1123,49,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.4357881809157867,0.4901603602697507,1.755514584522193,1124,51,Qwen2.5-7B,0
0.94212075926965,-0.2145113749310308,-0.8124972729006319,0.4357881809157867,-0.7543447860721539,0.5578565196776089,1125,53,Qwen2.5-7B,0
-1.3199215018242862,-0.8790303081412909,0.6742553612995614,0.990250821813105,1.7346655066116554,1.755514584522193,1126,56,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.6654237840996902,1.544713462710423,1.1124129334407031,1.1566855520999009,1127,59,Qwen2.5-7B,0
-1.7723299540430737,0.4500075582792293,1.1698395726996258,0.4357881809157867,0.4901603602697507,0.5578565196776089,1128,62,Qwen2.5-7B,0
-0.867513049605499,-0.2145113749310308,-0.8124972729006319,-0.6731371008788495,-1.3765973592431062,-0.6398015451669752,1129,63,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,1.1124129334407031,1.1566855520999009,1130,65,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,1.7346655066116554,1.755514584522193,1131,67,Qwen2.5-7B,0
0.94212075926965,0.4500075582792293,1.1698395726996258,-0.6731371008788495,-0.1320922129012016,-1.2386305775892672,1132,69,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,2.0991761036077414,1.7346655066116554,1.755514584522193,1133,80,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.6654237840996902,-0.1186744599815313,0.4901603602697507,1.1566855520999009,1134,81,Qwen2.5-7B,0
0.94212075926965,0.4500075582792293,-0.3169130615005675,-0.6731371008788495,-1.3765973592431062,-0.6398015451669752,1135,87,Qwen2.5-7B,0
-1.7723299540430737,0.4500075582792293,1.1698395726996258,0.4357881809157867,0.4901603602697507,1.1566855520999009,1136,89,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,-0.6731371008788495,-0.7543447860721539,-1.2386305775892672,1137,91,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,1.6654237840996902,0.4357881809157867,1.7346655066116554,0.5578565196776089,1138,92,Qwen2.5-7B,0
-0.4151045973867118,-0.2145113749310308,-0.3169130615005675,0.4357881809157867,-0.7543447860721539,0.5578565196776089,1139,93,Qwen2.5-7B,0
-0.867513049605499,-0.8790303081412909,-0.8124972729006319,-0.6731371008788495,-1.9988499324140587,-0.0409725127446831,1140,94,Qwen2.5-7B,0
0.94212075926965,1.1145264914894897,-0.3169130615005675,-0.6731371008788495,-0.1320922129012016,-0.0409725127446831,1141,0,gemma-2,0
-0.4151045973867118,-0.2145113749310308,-0.3169130615005675,-0.1186744599815313,-0.1320922129012016,-0.0409725127446831,1142,1,gemma-2,0
0.94212075926965,-1.543549241351551,0.1786711498994969,-0.1186744599815313,-1.3765973592431062,-0.0409725127446831,1143,4,gemma-2,0
0.94212075926965,1.1145264914894897,1.6654237840996902,1.544713462710423,1.1124129334407031,1.755514584522193,1144,5,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.4357881809157867,1.1124129334407031,0.5578565196776089,1145,6,gemma-2,0
0.4897123070508626,0.4500075582792293,1.1698395726996258,-0.1186744599815313,0.4901603602697507,-1.2386305775892672,1146,9,gemma-2,0
0.94212075926965,1.1145264914894897,-0.8124972729006319,-0.1186744599815313,0.4901603602697507,-0.0409725127446831,1147,10,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,1.7346655066116554,1.1566855520999009,1148,13,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.4357881809157867,-0.1320922129012016,-0.0409725127446831,1149,14,gemma-2,0
0.94212075926965,0.4500075582792293,1.1698395726996258,0.990250821813105,1.1124129334407031,-0.0409725127446831,1150,17,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,2.0991761036077414,1.1124129334407031,1.755514584522193,1151,18,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,1.7346655066116554,1.1566855520999009,1152,19,gemma-2,0
0.94212075926965,-0.2145113749310308,0.6742553612995614,0.4357881809157867,-0.7543447860721539,0.5578565196776089,1153,22,gemma-2,0
-0.867513049605499,1.1145264914894897,1.1698395726996258,0.4357881809157867,0.4901603602697507,-0.0409725127446831,1154,23,gemma-2,0
0.4897123070508626,-1.543549241351551,0.6742553612995614,1.544713462710423,-0.7543447860721539,-0.6398015451669752,1155,26,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.4357881809157867,0.4901603602697507,1.1566855520999009,1156,27,gemma-2,0
0.94212075926965,-0.2145113749310308,0.6742553612995614,-0.1186744599815313,0.4901603602697507,0.5578565196776089,1157,30,gemma-2,0
0.94212075926965,-0.8790303081412909,1.1698395726996258,0.990250821813105,1.7346655066116554,1.1566855520999009,1158,32,gemma-2,0
0.4897123070508626,0.4500075582792293,1.1698395726996258,0.4357881809157867,0.4901603602697507,1.1566855520999009,1159,34,gemma-2,0
0.94212075926965,-0.2145113749310308,-0.8124972729006319,-0.1186744599815313,-0.7543447860721539,-0.0409725127446831,1160,35,gemma-2,0
0.4897123070508626,0.4500075582792293,1.1698395726996258,-0.1186744599815313,1.1124129334407031,1.1566855520999009,1161,36,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.990250821813105,0.4901603602697507,1.755514584522193,1162,40,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,1.7346655066116554,0.5578565196776089,1163,44,gemma-2,0
0.4897123070508626,0.4500075582792293,1.1698395726996258,-0.1186744599815313,-0.1320922129012016,-0.6398015451669752,1164,49,gemma-2,0
0.94212075926965,1.1145264914894897,1.6654237840996902,1.544713462710423,1.1124129334407031,1.755514584522193,1165,51,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,1.7346655066116554,1.755514584522193,1166,53,gemma-2,0
0.4897123070508626,1.1145264914894897,1.1698395726996258,2.0991761036077414,1.1124129334407031,1.1566855520999009,1167,56,gemma-2,0
0.94212075926965,0.4500075582792293,1.6654237840996902,0.990250821813105,-0.1320922129012016,0.5578565196776089,1168,59,gemma-2,0
0.94212075926965,0.4500075582792293,1.6654237840996902,1.544713462710423,1.1124129334407031,0.5578565196776089,1169,62,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,-0.1186744599815313,1.7346655066116554,-0.0409725127446831,1170,63,gemma-2,0
-0.4151045973867118,-0.2145113749310308,0.1786711498994969,0.4357881809157867,0.4901603602697507,0.5578565196776089,1171,65,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,0.4901603602697507,0.5578565196776089,1172,67,gemma-2,0
0.94212075926965,0.4500075582792293,1.1698395726996258,-0.1186744599815313,0.4901603602697507,-0.0409725127446831,1173,69,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.4357881809157867,1.1124129334407031,0.5578565196776089,1174,80,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,-0.1186744599815313,1.1124129334407031,0.5578565196776089,1175,81,gemma-2,0
0.4897123070508626,0.4500075582792293,0.6742553612995614,0.4357881809157867,0.4901603602697507,0.5578565196776089,1176,87,gemma-2,0
0.94212075926965,0.4500075582792293,0.6742553612995614,0.990250821813105,-0.1320922129012016,1.1566855520999009,1177,89,gemma-2,0
0.94212075926965,0.4500075582792293,1.1698395726996258,0.4357881809157867,1.1124129334407031,0.5578565196776089,1178,91,gemma-2,0
0.94212075926965,1.1145264914894897,1.6654237840996902,1.544713462710423,1.1124129334407031,0.5578565196776089,1179,92,gemma-2,0
0.94212075926965,-0.2145113749310308,0.1786711498994969,0.4357881809157867,-0.7543447860721539,0.5578565196776089,1180,93,gemma-2,0
0.4897123070508626,0.4500075582792293,1.1698395726996258,0.4357881809157867,0.4901603602697507,1.1566855520999009,1181,94,gemma-2,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.990250821813105,1.1124129334407031,0.5578565196776089,1182,0,Falcon3-7B,0
0.4897123070508626,-0.8790303081412909,-0.3169130615005675,0.4357881809157867,-0.1320922129012016,1.1566855520999009,1183,1,Falcon3-7B,0
0.94212075926965,-0.2145113749310308,-0.3169130615005675,-0.1186744599815313,-0.1320922129012016,-0.0409725127446831,1184,4,Falcon3-7B,0
-0.867513049605499,1.1145264914894897,1.1698395726996258,0.990250821813105,1.7346655066116554,0.5578565196776089,1185,5,Falcon3-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,1.544713462710423,1.7346655066116554,0.5578565196776089,1186,6,Falcon3-7B,0
0.94212075926965,-0.8790303081412909,-0.8124972729006319,-0.6731371008788495,-1.3765973592431062,-0.6398015451669752,1187,9,Falcon3-7B,0
0.94212075926965,0.4500075582792293,0.1786711498994969,-0.1186744599815313,1.1124129334407031,0.5578565196776089,1188,10,Falcon3-7B,0
0.0373038548320754,0.4500075582792293,1.1698395726996258,0.990250821813105,-0.1320922129012016,0.5578565196776089,1189,13,Falcon3-7B,0
0.4897123070508626,0.4500075582792293,1.1698395726996258,0.4357881809157867,-0.1320922129012016,-0.0409725127446831,1190,14,Falcon3-7B,0
0.94212075926965,0.4500075582792293,-1.3080814843006965,-0.6731371008788495,-1.3765973592431062,-0.0409725127446831,1191,17,Falcon3-7B,0
0.94212075926965,1.1145264914894897,1.1698395726996258,0.4357881809157867,-0.1320922129012016,-0.0409725127446831,1192,18,Falcon3-7B,0
0.94212075926965,1.1145264914894897,-0.3169130615005675,0.4357881809157867,-0.7543447860721539,1.1566855520999009,1193,19,Falcon3-7B,0
0.94212075926965,0.4500075582792293,1.1698395726996258,-0.1186744599815313,-0.1320922129012016,-0.6398015451669752,1194,22,Falcon3-7B,0
